id	customerId	productId	contractDate	status	price	params
261399ae-b2d8-46e8-b75f-bb1ddefb0b29	607700b2-d13c-4c16-85cc-4a8b801b2613	a25e715d-01e0-4843-8d7e-326f96f9b765	2023-12-11T13:32:57.305Z	inactive	78.61	{}
5eb8144e-07fb-4aaa-8928-d99fa47f9f1d	69abdd6f-c285-45e3-94fc-43ae0b4ea99a	fd28d845-45c5-4ad1-905a-37fef872b51d	2023-11-29T11:59:37.513Z	active	14.07	{"expiredAt":"2027-01-06T11:59:37.513Z","number":"4762-0216-7906-1008","cvv":"102"}
4999a72f-2575-4763-a05f-b3cfbf8f3e52	425fc90a-1eff-4a9c-9eda-240a4f76bcc8	284d835f-a963-49ab-b2af-1363bbbd30b8	2020-05-15T14:12:54.865Z	active	84.79	{}
372c49ff-5633-46cb-83d1-dd9a3627b706	d12924b0-d1d5-4d54-8dd0-ae0df81b01c8	fd28d845-45c5-4ad1-905a-37fef872b51d	2023-08-14T06:12:11.489Z	inactive	24.75	{"expiredAt":"2027-12-11T07:12:11.489Z","number":"3610-497201-3807","cvv":"403"}
6745e0c9-a846-450c-bb65-126a09815059	fb44002d-b02e-438c-862e-22a8f94cc599	2aad19dc-45f9-40c3-9759-edb99b316508	2024-11-24T21:20:01.289Z	inactive	67.13	{}
72505134-57e4-4cfe-b366-9560c8755074	362f819a-6421-475a-a931-ad24e4e661aa	db105677-8c76-4ef9-9349-95b6d7b78de4	2022-05-12T01:32:59.298Z	active	95.4	{"loanAmount":95210.52}
b5deb3de-2ad3-4cc9-b0cf-bd1c4e39e5dc	0ccfd049-2cfa-43c9-97c3-7e709492122e	fa9ebf23-bce9-4b59-bf5b-024a4d0826c7	2021-11-19T06:23:33.770Z	active	47.47	{"loanAmount":88727.51}
b984582b-678d-40ca-8ee7-db6d18158915	4d2c202b-fc57-427d-939a-1f66e9efd603	a25e715d-01e0-4843-8d7e-326f96f9b765	2021-06-03T02:04:20.425Z	active	79.92	{}
725ce367-57cc-4189-a490-4c38f1b1b7bc	a37ec900-8f86-4d8e-b03f-1146c0e3fd8d	2aad19dc-45f9-40c3-9759-edb99b316508	2021-10-14T18:10:44.481Z	inactive	90.4	{}
ef26227f-b094-4169-a66f-031c1440b3ba	1b452b54-af53-4cbc-bf11-32f26860f673	db105677-8c76-4ef9-9349-95b6d7b78de4	2021-04-22T07:09:02.802Z	active	77.64	{"loanAmount":57547.65}
d8030897-2428-4c7f-bcce-849da3caa6a7	ec15cce4-da2f-4b29-bfb0-be6a415133b1	92b3c73a-e5a6-49fb-8ebe-c2bc5abb3e72	2024-11-02T17:51:37.429Z	active	97.68	{"pin":"7548","username":"Florida.Cormier"}
c1e8a8ce-df83-44fa-a341-2e6075df8a5b	ef68f1be-cbd9-4baa-a039-7a3834fb95b4	284d835f-a963-49ab-b2af-1363bbbd30b8	2024-11-20T11:31:40.893Z	active	95.2	{}
8ae44530-9e32-40a1-8ea5-3bdb1431b03e	4d6f4dd1-7cec-4cc2-9c6c-1e3d902f4b36	db105677-8c76-4ef9-9349-95b6d7b78de4	2021-03-24T22:40:25.894Z	active	47.49	{"loanAmount":33056.51}
7642fbd1-eff7-4c09-aad8-ebb9d87d39cc	3d79afef-b91d-4bef-a5a6-4ce857d961f2	2aad19dc-45f9-40c3-9759-edb99b316508	2022-03-12T16:48:06.091Z	inactive	10.32	{}
ccd83ba1-9060-4836-8c54-79f78b8dcbad	795b0f22-13fa-47b9-bd67-4dff1ef4fe0b	fd28d845-45c5-4ad1-905a-37fef872b51d	2022-07-18T03:34:01.099Z	inactive	32.5	{"expiredAt":"2025-10-04T03:34:01.099Z","number":"50209752478082779","cvv":"834"}
c5bd31c9-c02b-41ac-8f0e-394f4892f45a	ab0df700-78b5-487a-85fa-b6019ad8e28d	a25e715d-01e0-4843-8d7e-326f96f9b765	2022-03-22T05:21:03.801Z	active	67.7	{}
e1ed8351-be92-4d94-9516-c28b3ba9c30e	6a712d53-d810-41a5-9c0b-4e57412b53a6	fd28d845-45c5-4ad1-905a-37fef872b51d	2020-12-24T08:49:03.556Z	inactive	12.41	{"expiredAt":"2023-03-09T08:49:03.556Z","number":"3528-9888-2706-0313","cvv":"048"}
eedaa58c-d022-4a2a-82d6-8eec96ad83cf	53a9cb21-8be0-461d-b0e0-0bd5387032bc	284d835f-a963-49ab-b2af-1363bbbd30b8	2020-07-01T15:27:22.865Z	active	20.14	{}
414e64ea-cca1-4523-a240-475ac44f4703	561dde6d-3980-415f-bb2e-42eebdfc3858	92b3c73a-e5a6-49fb-8ebe-c2bc5abb3e72	2020-11-28T07:44:20.948Z	active	57.12	{"pin":"5033","username":"Brycen.Klocko60"}
9b83e5ce-952e-42a1-a193-aa2de8b3e581	ef538d68-5efa-4118-826e-c8464f1deefa	284d835f-a963-49ab-b2af-1363bbbd30b8	2023-09-01T19:52:40.458Z	active	34.99	{}
00a8825d-8108-4a54-a495-339f361865b7	39ef7cec-aa95-48f1-b1e9-02969e68723e	db105677-8c76-4ef9-9349-95b6d7b78de4	2022-11-22T06:55:22.395Z	active	24.76	{"loanAmount":90158.85}
a65ade1d-cb91-43dd-a45c-a04d5136e21d	f3e91fac-c92d-4643-89a8-a8dfab3e0a25	db105677-8c76-4ef9-9349-95b6d7b78de4	2021-05-29T22:15:37.976Z	active	47.57	{"loanAmount":19504.23}
c2367036-c3f9-4d5c-860d-8d8ee8bfcc20	c3740acd-7123-4f29-bba5-1c0490f76fe5	31774259-cbe1-46f7-859f-994d33d1669e	2023-02-27T16:40:20.983Z	active	87.77	{}
2e5eb605-7ae1-4c5a-8706-6cd364cbaa3f	abba6354-beff-44da-9e88-275e04423c1c	2aad19dc-45f9-40c3-9759-edb99b316508	2025-01-11T13:47:19.881Z	active	50.47	{}
55b027ba-2020-4c56-aaee-35db48776565	012812e6-3106-42ea-a646-b5f6dde8d672	2aad19dc-45f9-40c3-9759-edb99b316508	2022-11-06T21:51:57.348Z	inactive	30.93	{}
f0637df8-4b0a-4a17-bef2-884b578882b8	89bf23fc-97ea-4b66-b81a-213a41f4f793	2aad19dc-45f9-40c3-9759-edb99b316508	2025-02-14T10:52:19.393Z	active	91.75	{}
02fc72bd-9704-4ca5-93fc-c47da779862e	48884704-d4a2-44cd-9ea3-d267591c3c77	fa9ebf23-bce9-4b59-bf5b-024a4d0826c7	2020-06-03T01:16:21.032Z	active	76.08	{"loanAmount":59401.71}
d72c8dd2-436e-491a-a798-5588427cfd12	d938f535-fc05-452a-8c38-e8551e1340c6	31774259-cbe1-46f7-859f-994d33d1669e	2023-05-23T18:20:03.067Z	active	90.57	{}
03854cfc-3b93-4602-ab58-c44ea4ec5f14	7d916c0b-ab54-4df9-914e-88290824b72d	31774259-cbe1-46f7-859f-994d33d1669e	2022-12-30T02:24:45.322Z	active	81.31	{}
b824c0df-e9ce-4b81-bf5c-315e56c92c40	7f7692a6-4d0c-4563-a364-f5ba83408c05	fd28d845-45c5-4ad1-905a-37fef872b51d	2024-07-25T15:14:40.254Z	inactive	88.92	{"expiredAt":"2029-05-14T15:14:40.254Z","number":"50186043043932446433","cvv":"090"}
1818aaad-a605-4de8-8358-38ebf5e1a41a	1243d9c3-ab6d-4746-823b-f6d5c8c307cc	284d835f-a963-49ab-b2af-1363bbbd30b8	2024-11-02T03:31:02.288Z	active	25.3	{}
a81805a5-1e65-4eb9-807a-36d608de44d5	ab0df700-78b5-487a-85fa-b6019ad8e28d	31774259-cbe1-46f7-859f-994d33d1669e	2020-07-14T04:18:34.862Z	active	57.84	{}
74dcf9d3-2735-48b2-890f-fb4af7f1470a	3c9e4eb3-cefb-4451-968b-858fbcb4c93c	fd28d845-45c5-4ad1-905a-37fef872b51d	2021-04-14T14:20:57.259Z	active	81.39	{"expiredAt":"2022-08-23T14:20:57.259Z","number":"3620-426633-9007","cvv":"728"}
f83be41f-6408-4541-961e-0360ccd74bd7	58a6c220-8e47-4a64-b78f-8b2a6cc54e81	2aad19dc-45f9-40c3-9759-edb99b316508	2022-11-26T06:50:02.700Z	active	62.86	{}
dcd91a27-3648-42f4-9025-0f6077f453fc	ac3f1950-9c6a-4f1c-8f35-0ca517c3ac02	fd28d845-45c5-4ad1-905a-37fef872b51d	2021-12-28T23:32:48.874Z	active	79.42	{"expiredAt":"2024-02-06T23:32:48.874Z","number":"3400-975205-40407","cvv":"059"}
8ab63cb0-5524-4258-b5e0-8d975533bf65	08ac4f8c-ee11-46f5-87c4-0b890d1e47cf	fa9ebf23-bce9-4b59-bf5b-024a4d0826c7	2023-11-04T13:23:23.700Z	active	63.01	{"loanAmount":90978.84}
f29e4a71-cdcf-4d0d-8877-e6bc3da9dffd	b791dc11-feca-48f4-87b6-3033f0711636	db105677-8c76-4ef9-9349-95b6d7b78de4	2022-04-24T22:20:57.953Z	active	58.93	{"loanAmount":3922.96}
bbdfbf6c-d10c-4fc3-9a46-887c2d0b76a2	3bd9c6fc-3a85-4862-90af-848b9e48ffa4	2aad19dc-45f9-40c3-9759-edb99b316508	2024-09-05T20:32:27.211Z	active	98.13	{}
25037a1e-b682-47e9-9cd7-c883fe5b644a	d1074b02-738e-44f0-8e9e-d07a6932b125	2aad19dc-45f9-40c3-9759-edb99b316508	2021-12-14T21:58:16.152Z	inactive	69.7	{}
5113a842-427d-4468-99cd-3c827dd9d71a	465f6a1d-70fd-4d51-a623-f3cb8b1c63cf	a25e715d-01e0-4843-8d7e-326f96f9b765	2021-10-18T14:05:36.587Z	active	29.77	{}
13f35da2-1f32-4790-a84a-6ad656454637	bd67d126-a8a8-40a1-b6cd-d0a275c9cb90	db105677-8c76-4ef9-9349-95b6d7b78de4	2021-10-07T18:35:31.430Z	active	57.24	{"loanAmount":29251.63}
41e0cf69-3948-46e2-830d-8b940a7a4e68	9e719096-1c35-431f-b801-aa77f5e8c374	a25e715d-01e0-4843-8d7e-326f96f9b765	2023-06-05T04:59:19.578Z	active	99.31	{}
594bfcd2-ed92-41a3-b3f2-7ca73d87ada6	8f8dfac5-5388-474c-a884-4e9a71ebbaf1	fa9ebf23-bce9-4b59-bf5b-024a4d0826c7	2024-03-24T15:25:24.619Z	active	99.82	{"loanAmount":80239.43}
b87aeb42-f29f-4f44-a6ab-f2cdee73c969	948912de-dac0-4dc7-9a2b-6d64d3e288b0	92b3c73a-e5a6-49fb-8ebe-c2bc5abb3e72	2022-12-25T15:48:39.129Z	active	23.76	{"pin":"9357","username":"Ara_Lang"}
1416c91d-b81c-4350-8294-a9408f70b3d1	4d6f4dd1-7cec-4cc2-9c6c-1e3d902f4b36	db105677-8c76-4ef9-9349-95b6d7b78de4	2022-06-18T15:32:20.991Z	active	36.52	{"loanAmount":6753.43}
143f852f-62bf-4a03-a033-420abf0243a8	b5ee1b49-598c-4017-92f0-f55fd5d0bb40	284d835f-a963-49ab-b2af-1363bbbd30b8	2024-10-06T05:55:34.875Z	active	55.26	{}
