id	customerId	productId	contractDate	status	price	params
60dfcbb3-905b-4b1c-ab4c-f2c29697cd26	ade7345a-985c-4f70-9909-693ba4d79545	2	2024-06-12T01:51:41.525Z	inactive	13.77	{"loanAmount":62301.03}
39cb71de-a780-41d6-a4a3-8046eafbf7e8	b95ccd81-6379-422d-9e7f-c94ebbf0dd8c	4	2023-02-16T08:01:25.477Z	active	94.11	{}
e61bdfb2-5635-4aa2-9f27-d82c12e3daa8	2ad75281-ba5e-42d9-9de7-b69180f4023d	4	2024-04-22T21:10:17.140Z	active	10.35	{}
c6f6ce46-ea4d-4d39-a46d-4e194fc5d39b	a90065ad-1116-4a69-a189-fae83395706f	7	2024-01-28T07:00:33.281Z	active	49.96	{"pin":"8532","username":"Ayden.Lindgren-Beer36"}
74405d2c-b2d6-4d43-878a-0a30170ef887	079626b6-f12d-47a4-9357-68593d6fd2e9	2	2020-09-02T07:54:03.013Z	inactive	61.17	{"loanAmount":44325.67}
8895f73b-cefc-4a84-971a-9e40a7c88616	f80f443b-40d1-4011-bc90-37f51b2f2a9a	5	2021-06-09T06:56:23.473Z	inactive	81.94	{}
eeeb4fb8-790d-4638-bfe2-3a7004b56211	75b5163e-710d-48bc-8748-43786b6a025f	4	2023-05-15T11:52:46.555Z	inactive	48.31	{}
f928ff1d-9185-4a4c-a61f-e2583776f8e0	63af575d-9062-483e-8b56-37e240034bc6	4	2022-08-05T22:54:58.764Z	inactive	17.88	{}
77644b82-ca40-4393-b4cb-35c15d49e78c	410457b0-a96b-43e8-941b-3d6cab987ebd	8	2020-08-02T03:04:32.908Z	active	65.51	{}
286d9fcc-3bda-4184-a797-45359460833e	69995b17-1dbb-46f0-a0f5-3966b7c16375	4	2024-09-05T01:32:24.634Z	active	21.2	{}
75f4d9e6-b914-4a1d-97b2-1b54e2184bdd	0eefb2aa-1817-4ca4-ac17-833e8d016783	3	2024-03-29T23:52:11.883Z	active	46.12	{"loanAmount":20934.89}
a6dd4050-6417-4a0b-81a5-de1c78f65a27	15354ba2-f4d6-4068-ab06-3bc58efa51f6	7	2025-05-03T12:18:26.837Z	active	38.16	{"pin":"3735","username":"Cecelia_Deckow"}
15d6b3ea-585f-431c-85ec-5be965bcb50a	376c1004-2792-4d1c-a93f-589554622f5f	2	2020-10-02T14:44:21.011Z	active	13.99	{"loanAmount":1741.94}
0018f708-e176-4490-87ff-4e69accca8ad	c1b57557-0fb7-4583-9d2b-dabd856798bf	1	2020-11-18T19:35:38.462Z	active	69.07	{"expiredAt":"2023-06-25T18:35:38.462Z","number":"3528-1106-3815-2144","cvv":"814"}
443e7f1b-373a-4dde-a62e-a7db1ffff861	4e8d01fb-a661-4549-b39e-7c448d7c0ead	8	2023-01-04T01:32:30.582Z	inactive	30.07	{}
86223703-bf06-4ce9-aa84-6ba568b3520c	c1a7053c-dda5-48eb-8187-2f6769a1bda0	3	2023-08-04T08:04:28.374Z	inactive	88.98	{"loanAmount":44762.58}
37224b1b-f25f-460e-b3ae-1c1149e6f8df	af63b3e4-978c-4f12-bc74-027addc0b8f4	2	2021-11-25T17:35:43.210Z	active	19.23	{"loanAmount":61228.41}
738188cd-b49d-48c2-8d6c-6402f8b45e87	066bb88b-f10d-44fc-bac5-e24f63c4d82d	3	2021-04-18T10:25:10.267Z	active	80.59	{"loanAmount":67315.18}
b429f694-33b7-4613-894e-337032625047	6a3c6e61-222d-45fd-a22e-5113bddee885	6	2020-11-30T11:12:11.112Z	active	16.2	{}
93a2866b-aea1-4bcf-b35a-183ea2a5b779	71965ca6-c2c3-49cd-bea9-51436fb59801	3	2022-01-04T00:08:33.912Z	active	55.76	{"loanAmount":23475.13}
