id	customerId	productId	contractDate	status	price	params
8fc0eebc-5327-4eba-b586-e606cade995a	a48ce598-fb8f-44ac-9861-05dc0a290f0b	92b3c73a-e5a6-49fb-8ebe-c2bc5abb3e72	2020-11-06T20:54:22.978Z	inactive	83.52	{"pin":"6025","username":"Sheridan1"}
6fa4fe8c-8efd-49f4-aac6-312f0f82deb4	9cb85488-5a58-4556-abfc-c56ee52dbd95	2aad19dc-45f9-40c3-9759-edb99b316508	2024-10-08T09:33:58.104Z	inactive	45.15	{}
fee90fba-45a7-46cc-836d-cfe2027286c9	a557a9ef-6ec2-4c4e-bd18-ef160241e5ec	31774259-cbe1-46f7-859f-994d33d1669e	2021-11-12T06:45:00.886Z	active	41.69	{}
b53a0cd8-5676-40f7-9c14-3a2971433cf4	bd803c2f-7802-4305-9082-e62cbccb2ab7	fd28d845-45c5-4ad1-905a-37fef872b51d	2023-02-18T06:08:51.369Z	active	32.43	{"expiredAt":"2023-06-29T05:08:51.369Z","number":"3653-098334-2142","cvv":"216"}
932b986a-45d3-4ae1-89bb-672dee4f0ead	be742d6a-1da3-424a-ad65-40376ad05b12	92b3c73a-e5a6-49fb-8ebe-c2bc5abb3e72	2022-05-02T22:28:50.770Z	active	94.02	{"pin":"2883","username":"Gerry.Schmeler"}
96c1651a-dfdd-4090-8120-e4adeb56b806	8b03fa5c-131b-41ac-aa21-e624a51b5b74	284d835f-a963-49ab-b2af-1363bbbd30b8	2022-04-18T11:19:06.424Z	active	88.2	{}
a1b09066-e817-4a40-b7c1-0efa58ba9809	e0340949-0c8b-4676-b905-7876f99ee07a	a25e715d-01e0-4843-8d7e-326f96f9b765	2022-02-03T19:10:30.271Z	active	97.83	{}
462e0cc3-8924-4f2a-b4b9-73a43c82e20d	034efb3a-8197-4bc5-8fd7-72ad20441d90	db105677-8c76-4ef9-9349-95b6d7b78de4	2022-05-21T06:45:11.864Z	active	15.09	{"loanAmount":46450.81}
b7a8a082-f00c-4e5d-9a71-b089a21918fa	281e341c-3f8b-4b74-be8d-fa18118dfcba	a25e715d-01e0-4843-8d7e-326f96f9b765	2024-12-08T06:29:11.853Z	active	49.03	{}
56c5a5e0-2520-4b30-bece-314ea2b85e81	594dd514-bcd9-49b1-b372-f5a3f2fd336c	284d835f-a963-49ab-b2af-1363bbbd30b8	2021-08-07T03:11:57.548Z	active	33.12	{}
